ID,Game,Away Team,Home Team,Pick Type,Pick Team,Pick Description,Odds,Confidence,Result,Status,Start Time,Settled At,League,Market Type,Reasoning,Created At,Last Updated,Graded At,Notes
2025_06_SF_TB_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 52.0% confidence (FPI-adjusted),,,,
2025_06_SF_TB_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 46.5 with 70.0% confidence,,,,
2025_06_TEN_LV_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 66.3% confidence (FPI-adjusted),,,,
2025_06_TEN_LV_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts UNDER 41.5 with 53.0% confidence,,,,
2025_07_ATL_SF_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 61.0% confidence (FPI-adjusted),,,,
2025_07_ATL_SF_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 46.5 with 68.1% confidence,,,,
2025_07_CAR_NYJ_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 68.1% confidence (FPI-adjusted),,,,
2025_07_CAR_NYJ_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 39.5 with 77.1% confidence,,,,
2025_07_GB_ARI_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 77.5% confidence (FPI-adjusted),,,,
2025_07_GB_ARI_spread,,,,,,,-110,,W,completed,,,NFL,,Model predicts GB covers with 51.8% confidence,,,,
2025_07_GB_ARI_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 44.5 with 62.9% confidence,,,,
2025_07_HOU_SEA_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 68.9% confidence (FPI-adjusted),,,,
2025_07_HOU_SEA_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 41.5 with 72.8% confidence,,,,
2025_07_IND_LAC_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 60.1% confidence (FPI-adjusted),,,,
2025_07_IND_LAC_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 48.5 with 57.9% confidence,,,,
2025_07_LA_JAX_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 70.4% confidence (FPI-adjusted),,,,
2025_07_LA_JAX_spread,,,,,,,-110,,W,completed,,,NFL,,Model predicts LA covers with 55.9% confidence,,,,
2025_07_LA_JAX_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 44.5 with 90.5% confidence,,,,
2025_07_LV_KC_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 73.6% confidence (FPI-adjusted),,,,
2025_07_LV_KC_spread,,,,,,,-110,,L,completed,,,NFL,,Model predicts LV covers with 53.7% confidence,,,,
2025_07_LV_KC_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 44.5 with 53.8% confidence,,,,
2025_07_MIA_CLE_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 68.7% confidence (FPI-adjusted),,,,
2025_07_MIA_CLE_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 34.5 with 66.4% confidence,,,,
2025_07_NE_TEN_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 61.1% confidence (FPI-adjusted),,,,
2025_07_NE_TEN_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 40.5 with 74.0% confidence,,,,
2025_07_NO_CHI_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 70.6% confidence (FPI-adjusted),,,,
2025_07_NO_CHI_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 43.5 with 54.1% confidence,,,,
2025_07_NYG_DEN_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 69.6% confidence (FPI-adjusted),,,,
2025_07_NYG_DEN_spread,,,,,,,-110,,L,completed,,,NFL,,Model predicts NYG covers with 61.5% confidence,,,,
2025_07_NYG_DEN_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 39.5 with 66.9% confidence,,,,
2025_07_PHI_MIN_moneyline,,,,,,,-110,,L,completed,,,NFL,,Model prediction with 53.9% confidence (FPI-adjusted),,,,
2025_07_PHI_MIN_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 43.5 with 76.4% confidence,,,,
2025_07_PIT_CIN_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 52.2% confidence (FPI-adjusted),,,,
2025_07_PIT_CIN_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 45.5 with 56.3% confidence,,,,
2025_07_TB_DET_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 74.7% confidence (FPI-adjusted),,,,
2025_07_TB_DET_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts UNDER 54.5 with 52.6% confidence,,,,
2025_07_WAS_DAL_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 65.8% confidence (FPI-adjusted),,,,
2025_07_WAS_DAL_total,,,,,,,-110,,W,completed,,,NFL,,Model predicts OVER 54.5 with 73.6% confidence,,,,
2025_08_MIN_LAC_moneyline,,,,,,,-110,,W,completed,,,NFL,,Model prediction with 70.0% confidence (FPI-adjusted),,,,
2025_08_MIN_LAC_spread,,,,,,,-110,,L,completed,,,NFL,,Model predicts MIN covers with 54.6% confidence,,,,
2025_08_MIN_LAC_total,,,,,,,-110,,L,completed,,,NFL,,Model predicts OVER 44.5 with 65.9% confidence,,,,
